Азнакаево;Республика Татарстан;2013;34.6
Азнакаево;Республика Татарстан;2014;34.7
Азнакаево;Республика Татарстан;2015;34.7
Азнакаево;Республика Татарстан;2016;34.7
Азнакаево;Республика Татарстан;2017;34.9
Азнакаево;Республика Татарстан;2018;34.9
Азнакаево;Республика Татарстан;2019;34.6
Азнакаево;Республика Татарстан;2020;34.2
Азнакаево;Республика Татарстан;2021;33.7
Азнакаево;Республика Татарстан; ; 
Мариинский Посад;Чувашская Республика;1897;5.0
Мариинский Посад;Чувашская Республика;1931;5.0
Мариинский Посад;Чувашская Республика;1939;7.2
Мариинский Посад;Чувашская Республика;1959;8.8
Мариинский Посад;Чувашская Республика;1970;10.2
Мариинский Посад;Чувашская Республика;1979;10.0
Мариинский Посад;Чувашская Республика;1989;10.4
Мариинский Посад;Чувашская Республика;1992;10.7
Мариинский Посад;Чувашская Республика;1996;10.9
Мариинский Посад;Чувашская Республика;1998;11.0
Мариинский Посад;Чувашская Республика;2000;11.1
Мариинский Посад;Чувашская Республика;2001;10.9
Мариинский Посад;Чувашская Республика;2003;10.3
Мариинский Посад;Чувашская Республика;2005;10.2
Мариинский Посад;Чувашская Республика;2006;10.2
Мариинский Посад;Чувашская Республика;2007;10.1
Мариинский Посад;Чувашская Республика;2008;10.1
Мариинский Посад;Чувашская Республика;2010;10.2
Мариинский Посад;Чувашская Республика;2011;9.1
Мариинский Посад;Чувашская Республика;2012;9.0
Мариинский Посад;Чувашская Республика;2013;8.9
Мариинский Посад;Чувашская Республика;2014;8.8
Мариинский Посад;Чувашская Республика;2015;8.8
Мариинский Посад;Чувашская Республика;2016;8.8
Мариинский Посад;Чувашская Республика;2017;8.8
Мариинский Посад;Чувашская Республика;2018;8.7
Мариинский Посад;Чувашская Республика;2019;8.6
Мариинский Посад;Чувашская Республика;2020;8.5
Мариинский Посад;Чувашская Республика;2021;8.3
Мариинский Посад;Чувашская Республика; ; 
Мариинский Посад;Чувашская Республика; ; 
Мариинский Посад;Чувашская Республика; ; 
